symbol,date,expiry,option_type,strike_price,open,high,low,close,ltp,settle_price,no_of_contracts,turnover_in_lakhs,premium_turnover_in_lakhs,open_int,change_in_oi,underlying_value,time_to_expiration
NIFTY,2025-06-30,2025-07-10,CE,25500.0,351.1,355.75,220.95,239.15,239.1,239.15,53554.0,1034775.63,10555.38,872775.0,278925.0,25517.05,0.02737850787132101
NIFTY,2025-06-30,2025-07-10,CE,26250.0,38.35,41.0,21.95,26.0,24.8,26.0,9143.0,180196.74,193.92,146550.0,53700.0,25517.05,0.02737850787132101
NIFTY,2025-06-30,2025-07-10,CE,24000.0,1681.0,1681.0,1513.0,1549.9,1556.0,1549.9,56.0,1074.56,66.56,24225.0,1200.0,25517.05,0.02737850787132101
NIFTY,2025-06-30,2025-07-10,CE,25950.0,110.2,113.45,62.0,71.0,69.8,71.0,14241.0,278075.98,910.51,126000.0,-6000.0,25517.05,0.02737850787132101
NIFTY,2025-06-30,2025-07-10,CE,24700.0,1027.55,1027.6,835.75,858.7,873.85,858.7,145.0,2784.52,98.4,20550.0,2250.0,25517.05,0.02737850787132101
NIFTY,2025-06-30,2025-07-10,CE,24400.0,1250.0,1260.0,1130.95,1170.0,1170.0,1170.0,45.0,864.41,40.91,1875.0,-375.0,25517.05,0.02737850787132101
NIFTY,2025-06-30,2025-07-10,CE,26900.0,3.85,4.1,2.85,3.4,3.35,3.4,7151.0,144289.11,17.69,328125.0,60525.0,25517.05,0.02737850787132101
NIFTY,2025-06-30,2025-07-10,CE,25750.0,197.45,205.35,113.9,127.7,127.1,127.7,11964.0,232401.65,1346.9,155025.0,23700.0,25517.05,0.02737850787132101
NIFTY,2025-06-30,2025-07-10,CE,25900.0,136.2,136.2,72.35,82.45,81.8,82.45,28836.0,562230.45,2091.15,586725.0,141375.0,25517.05,0.02737850787132101
NIFTY,2025-06-30,2025-07-10,CE,26800.0,4.95,5.55,3.75,4.3,4.45,4.3,9489.0,190759.62,30.72,421575.0,50100.0,25517.05,0.02737850787132101
NIFTY,2025-06-30,2025-07-10,CE,27350.0,1.75,2.25,1.7,2.0,2.0,2.0,642.0,13169.98,0.95,20100.0,20100.0,25517.05,0.02737850787132101
NIFTY,2025-06-30,2025-07-10,CE,26350.0,26.55,28.0,15.65,18.4,18.45,18.4,6617.0,130869.55,101.09,125775.0,66450.0,25517.05,0.02737850787132101
NIFTY,2025-06-30,2025-07-17,CE,26950.0,10.6,10.75,8.3,8.9,8.9,33.7,232.0,4691.0,1.7,12150.0,8175.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,25100.0,690.85,690.85,558.5,585.15,585.0,585.15,261.0,5031.4,118.08,15750.0,-6825.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,27100.0,6.0,6.75,6.0,6.7,6.6,6.7,44.0,894.51,0.21,2700.0,2700.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,24950.0,817.65,817.65,680.9,680.9,680.9,770.3,9.0,173.39,4.97,4275.0,-450.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,25800.0,238.0,242.65,161.75,174.9,175.0,174.9,1681.0,32774.87,247.52,81300.0,27300.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,25500.0,400.0,414.5,295.0,311.8,313.0,311.8,3651.0,70757.21,931.83,155550.0,71625.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,25750.0,266.0,266.0,179.55,194.1,179.55,194.1,317.0,6174.04,51.97,17625.0,6450.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,25600.0,361.75,361.75,244.55,259.0,257.9,259.0,2889.0,56088.51,619.71,84900.0,44850.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,24900.0,861.25,880.0,721.55,750.2,752.0,750.2,26.0,500.46,14.91,7875.0,-525.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,25350.0,530.65,530.65,385.85,403.8,409.65,403.8,116.0,2243.13,37.68,5550.0,2100.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,25200.0,610.3,628.25,487.95,508.3,510.65,508.3,404.0,7800.67,165.07,36750.0,3300.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,25150.0,650.15,650.15,526.5,544.2,549.25,544.2,180.0,3467.81,72.56,9750.0,7125.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,25700.0,281.9,292.35,200.0,214.95,213.0,214.95,2497.0,48583.79,454.11,83325.0,42525.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,27250.0,4.65,5.2,4.5,5.05,5.05,5.05,62.0,1267.35,0.23,3525.0,3525.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,26150.0,101.15,107.45,69.5,76.1,75.85,76.1,592.0,11648.19,37.59,14775.0,-1425.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,25850.0,205.0,216.0,145.3,155.65,155.45,155.65,229.0,4469.36,29.63,10125.0,5700.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,25650.0,320.4,320.4,217.0,233.45,234.4,233.45,660.0,12827.55,130.8,18000.0,10275.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,26500.0,38.35,40.7,25.5,29.05,28.05,29.05,5466.0,108764.89,128.14,152025.0,114375.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,24800.0,950.2,950.2,778.0,819.0,819.0,886.25,40.0,768.7,24.7,9075.0,600.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,24850.0,905.45,905.85,771.8,771.8,771.8,846.8,18.0,346.66,11.19,3075.0,-450.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,25400.0,461.35,476.0,355.0,370.75,372.0,370.75,820.0,15866.82,245.82,39675.0,6825.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,26100.0,117.75,123.2,78.9,87.45,87.05,87.45,1327.0,26075.2,99.18,61125.0,20925.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,27000.0,9.95,10.75,6.2,8.0,8.0,8.0,2399.0,48595.3,15.55,96750.0,-5925.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,26300.0,70.75,73.0,45.55,50.95,50.0,50.95,3600.0,71161.77,151.77,128175.0,84675.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,26900.0,11.4,12.75,7.0,8.25,9.2,8.25,794.0,16024.48,5.53,46875.0,27525.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,24400.0,1317.85,1334.15,1180.0,1180.0,1180.0,1226.75,5.0,96.25,4.75,225.0,150.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,24500.0,1222.8,1222.8,1076.0,1080.0,1080.0,1138.0,56.0,1074.87,45.87,4275.0,1350.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,25000.0,774.65,774.65,637.0,659.45,663.0,659.45,514.0,9906.61,269.11,41625.0,3000.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,25550.0,360.35,373.55,265.4,281.4,286.15,281.4,874.0,16953.8,205.77,27150.0,19200.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,26850.0,13.65,14.95,10.4,11.2,10.85,11.2,211.0,4250.98,1.97,21825.0,1950.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,25900.0,196.75,196.75,128.05,139.5,138.9,139.5,1049.0,20497.37,120.54,59700.0,14700.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,25250.0,526.0,535.0,450.0,470.05,470.0,470.05,56.0,1080.49,19.99,6750.0,1725.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,25300.0,550.0,550.0,419.25,436.5,438.45,436.5,517.0,9989.11,179.03,32100.0,5175.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,25950.0,135.15,135.15,119.15,124.6,123.85,124.6,76.0,1486.26,7.11,5100.0,5100.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,24700.0,1008.55,1008.55,895.0,908.0,908.0,967.45,18.0,345.77,12.32,3300.0,-75.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,26700.0,24.0,24.0,14.25,16.0,16.3,16.0,1327.0,26590.28,17.11,51900.0,31500.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,25050.0,732.35,732.35,600.75,630.4,630.4,630.4,22.0,424.37,11.04,4350.0,-150.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,27300.0,4.15,5.05,4.15,4.9,4.75,4.9,22.0,450.52,0.07,1050.0,1050.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,25450.0,427.1,427.1,322.0,341.15,340.8,341.15,272.0,5263.82,72.02,11475.0,8100.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,26250.0,80.85,83.1,52.35,58.65,57.95,58.65,307.0,6059.52,15.46,15900.0,5850.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,26000.0,165.0,165.0,101.3,110.65,109.0,110.65,6233.0,122120.83,577.33,277425.0,105675.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,27150.0,5.5,6.15,5.5,6.15,6.15,21.3,58.0,1181.28,0.26,3150.0,3150.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-17,CE,27200.0,6.2,7.2,4.7,5.85,5.6,5.85,973.0,19853.4,4.2,45300.0,42300.0,25517.05,0.04654346338124572
NIFTY,2025-06-30,2025-07-24,CE,25950.0,197.8,204.7,159.65,172.2,173.5,172.2,36.0,705.44,4.79,1425.0,1425.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-24,CE,25550.0,412.3,412.3,328.0,346.65,348.0,346.65,78.0,1515.81,21.13,3000.0,2100.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-24,CE,25700.0,330.0,352.7,258.0,272.8,271.65,272.8,220.0,4290.72,50.22,15975.0,3975.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-24,CE,25750.0,310.65,315.05,238.5,246.3,245.0,246.3,72.0,1406.13,15.63,3975.0,1350.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-24,CE,25250.0,602.0,602.0,523.0,530.3,530.3,530.3,21.0,406.06,8.37,3075.0,1350.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-24,CE,25050.0,762.35,762.35,693.9,693.9,693.9,776.9,2.0,38.67,1.09,1200.0,-75.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-24,CE,26700.0,38.55,38.55,28.0,31.5,31.5,31.5,62.0,1242.92,1.37,4425.0,4350.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-24,CE,26100.0,164.15,170.7,120.0,126.4,126.0,126.4,285.0,5608.45,29.58,7200.0,750.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-24,CE,25900.0,238.8,244.0,179.1,188.55,190.65,188.55,127.0,2486.21,19.24,3450.0,-2250.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-24,CE,24800.0,862.8,862.85,862.8,862.85,862.85,958.6,3.0,57.74,1.94,1800.0,-225.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-24,CE,26500.0,65.0,69.15,44.45,48.95,49.0,48.95,736.0,14657.71,29.71,66525.0,5100.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-24,CE,26850.0,23.65,24.8,17.4,18.6,18.6,18.6,49.0,987.53,0.79,7725.0,-1650.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-24,CE,27400.0,16.05,16.05,5.7,6.9,6.5,6.9,53.0,1089.43,0.28,2400.0,2400.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-24,CE,25400.0,524.25,535.4,418.0,434.55,435.75,434.55,283.0,5493.96,102.81,9300.0,-2700.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-24,CE,24600.0,1100.0,1100.0,1100.0,1100.0,1100.0,1116.65,1.0,19.27,0.82,150.0,-75.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-24,CE,25600.0,396.85,412.9,305.0,320.1,323.65,320.1,303.0,5896.72,79.12,22575.0,4800.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-24,CE,25000.0,800.0,804.25,689.0,700.5,700.5,811.65,23.0,444.03,12.78,15150.0,-225.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-24,CE,24950.0,869.6,869.6,790.75,790.75,790.75,847.2,3.0,58.03,1.9,1500.0,-75.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-24,CE,26650.0,41.1,43.1,31.0,37.05,36.65,37.05,34.0,680.55,0.97,7200.0,900.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-24,CE,25500.0,465.0,470.5,355.0,372.65,372.2,372.65,1148.0,22303.37,347.87,61500.0,7725.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-24,CE,25650.0,375.05,380.95,269.75,294.05,289.45,294.05,88.0,1714.44,21.54,2925.0,825.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-24,CE,25100.0,703.85,704.05,703.85,704.05,704.05,742.95,2.0,38.71,1.06,2775.0,-150.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-24,CE,26000.0,200.05,207.6,142.95,154.75,155.4,154.75,1238.0,24298.94,157.94,56925.0,25950.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-24,CE,24900.0,862.2,871.1,800.0,800.0,800.0,884.6,4.0,77.24,2.54,2250.0,-150.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-24,CE,25300.0,585.15,616.0,480.0,489.0,489.0,615.55,67.0,1298.74,27.41,4650.0,1050.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-24,CE,25800.0,299.9,299.9,216.7,228.35,228.0,228.35,238.0,4649.13,43.83,15150.0,75.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-24,CE,26400.0,81.3,93.65,58.1,63.6,64.85,63.6,506.0,10046.13,27.33,14475.0,6900.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-24,CE,27300.0,10.95,10.95,7.9,8.15,8.0,8.15,110.0,2253.0,0.75,6675.0,4650.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-24,CE,25450.0,497.0,497.0,399.0,403.65,405.0,403.65,25.0,485.14,7.95,1950.0,525.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-24,CE,26300.0,109.25,109.35,73.4,80.1,81.5,80.1,261.0,5165.92,17.7,15375.0,2025.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-24,CE,26200.0,134.45,137.45,94.2,102.3,102.75,102.3,460.0,9079.09,40.09,13950.0,12600.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-24,CE,25200.0,669.05,682.8,547.65,571.3,570.6,571.3,51.0,986.84,22.94,8625.0,1950.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-24,CE,27000.0,19.15,19.8,12.95,14.3,14.7,14.3,1236.0,25043.03,14.03,77925.0,52125.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-24,CE,25850.0,260.7,260.7,202.4,208.95,208.95,208.95,19.0,371.8,3.44,2700.0,600.0,25517.05,0.06570841889117043
NIFTY,2025-06-30,2025-07-31,CE,22500.0,3250.0,3256.65,3061.45,3099.95,3103.8,3099.95,333.0,6400.31,780.93,879300.0,13950.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,27000.0,29.8,31.85,21.7,24.4,23.85,24.4,25646.0,519828.3,496.8,1392750.0,174750.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,26900.0,40.05,40.05,27.3,30.1,30.15,30.1,8553.0,172760.65,203.88,1062450.0,48750.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,25400.0,599.5,599.5,463.4,485.9,488.85,485.9,18413.0,357795.28,7027.63,842775.0,118500.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,26050.0,225.45,233.9,167.8,179.4,179.0,179.4,1586.0,31214.77,228.29,60525.0,-16200.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,24300.0,1463.1,1463.1,1325.45,1348.2,1352.3,1348.2,31.0,597.22,32.24,39300.0,-825.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,25650.0,450.0,450.0,328.3,344.85,347.0,344.85,2555.0,49882.85,731.04,116025.0,21600.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,25150.0,773.65,773.65,627.25,655.9,657.8,655.9,941.0,18227.6,477.99,50250.0,10200.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,26400.0,119.95,123.6,82.8,89.8,89.9,89.8,7748.0,153987.57,577.17,542775.0,15375.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,26350.0,128.75,132.7,92.55,99.25,99.9,99.25,903.0,17918.71,73.17,52275.0,4575.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,23600.0,2106.3,2106.3,1972.65,2015.0,2025.35,2015.0,85.0,1632.78,128.28,36600.0,-4725.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,24600.0,1235.0,1239.4,1075.0,1091.4,1098.8,1091.4,183.0,3532.02,155.67,113025.0,-4200.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,24850.0,1010.0,1010.0,860.0,887.0,885.9,887.0,29.0,560.65,20.16,18975.0,1275.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,25450.0,546.4,556.0,434.4,455.3,456.0,455.3,935.0,18174.4,327.59,52125.0,24375.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,24700.0,1098.85,1140.0,972.1,1009.3,1010.0,1009.3,1424.0,27447.27,1067.67,164850.0,-46425.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,26600.0,80.0,80.0,53.45,58.25,57.85,58.25,6997.0,139924.52,334.37,504525.0,5100.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,26700.0,65.0,65.0,42.5,46.4,45.7,46.4,9017.0,180909.11,343.68,764775.0,72375.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,26500.0,103.9,104.75,66.5,72.5,73.05,72.5,32341.0,644705.96,1928.59,3531750.0,58875.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,24900.0,980.0,980.0,817.65,845.35,848.2,845.35,842.0,16287.27,562.92,283725.0,-13650.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,23800.0,1912.45,1920.0,1870.0,1880.75,1880.75,1875.8,8.0,154.18,11.38,31875.0,-75.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,25350.0,624.45,625.95,499.95,517.6,522.5,517.6,762.0,14794.13,306.6,53550.0,17550.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,24500.0,1317.0,1322.1,1146.55,1182.35,1185.55,1182.35,1018.0,19645.3,939.55,601575.0,-14175.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,24750.0,1080.55,1096.2,950.0,969.85,969.2,969.85,23.0,444.68,17.74,22650.0,675.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,24800.0,1038.0,1058.45,895.0,924.5,927.4,924.5,579.0,11185.76,416.36,452775.0,-10125.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,25850.0,322.95,323.4,238.2,250.1,254.0,250.1,2248.0,44057.48,474.38,158025.0,19650.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,25200.0,734.45,738.0,591.1,619.05,614.35,619.05,8095.0,156851.78,3856.28,718425.0,-51675.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,26300.0,149.0,149.2,102.05,110.3,110.9,110.3,9977.0,197705.61,909.28,650175.0,59250.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,23500.0,2278.6,2278.6,2081.0,2127.6,2120.85,2127.6,152.0,2924.36,245.36,310200.0,-1350.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,26200.0,175.05,178.8,124.95,134.1,135.25,134.1,12190.0,240884.02,1350.52,1013475.0,29700.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,25800.0,340.8,360.0,259.6,274.65,276.5,274.65,12947.0,253440.39,2915.94,1005450.0,168600.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,24400.0,1384.8,1419.2,1242.85,1242.85,1242.85,1344.55,18.0,347.35,17.95,50025.0,-525.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,22650.0,2950.0,2970.0,2950.0,2955.0,2950.0,2955.0,4.0,76.81,8.87,975.0,75.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,25750.0,378.0,378.75,281.6,297.6,298.5,297.6,2259.0,44185.36,558.42,131475.0,19275.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,23400.0,2290.0,2290.0,2205.65,2224.0,2224.0,2224.0,8.0,153.95,13.55,13350.0,-75.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,22400.0,3150.0,3150.0,3150.0,3150.0,3150.0,3235.4,4.0,76.65,9.45,11475.0,300.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,25100.0,804.55,814.5,661.2,691.35,683.25,691.35,4016.0,77692.27,2091.07,438600.0,-3450.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,25250.0,698.75,698.75,564.0,583.8,585.5,583.8,1074.0,20819.56,480.69,76950.0,34875.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,25900.0,301.0,307.45,218.45,231.9,231.3,231.9,6245.0,122506.98,1197.86,422700.0,67500.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,26250.0,156.5,163.0,115.0,122.3,122.55,122.3,906.0,17927.18,90.31,50250.0,-2775.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,23000.0,2755.0,2767.85,2570.0,2607.35,2609.4,2607.35,548.0,10539.83,1086.83,781575.0,-12150.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,24450.0,1354.1,1354.1,1209.6,1230.85,1230.85,1230.85,32.0,617.51,30.71,17250.0,-675.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,25600.0,476.1,478.85,352.5,371.0,373.0,371.0,30333.0,591454.22,9060.62,1197450.0,525675.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,26950.0,32.45,33.8,24.55,27.2,27.0,27.2,420.0,8498.23,8.98,23700.0,5100.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,27300.0,17.0,17.0,12.25,12.8,12.3,12.8,7414.0,151878.21,76.56,325950.0,109800.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,25000.0,899.0,900.0,734.85,768.15,764.1,768.15,17311.0,334808.37,10227.12,3205950.0,-90450.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,26450.0,106.65,107.15,75.0,80.55,81.25,80.55,895.0,17815.23,60.67,61800.0,7800.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,26000.0,268.2,268.2,183.35,194.8,195.95,194.8,46716.0,918436.28,7474.28,4207725.0,339375.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,25950.0,274.05,277.45,203.25,214.15,214.0,214.15,1118.0,21957.63,198.56,53925.0,17400.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,25550.0,510.9,510.9,380.0,397.9,398.05,397.9,4779.0,93083.61,1506.02,155850.0,93825.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,23900.0,1880.0,1885.0,1738.65,1738.65,1738.65,1783.65,3.0,57.9,4.13,29850.0,-225.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,23700.0,2000.6,2013.9,1990.0,1990.0,1990.0,1969.05,6.0,115.68,9.03,8325.0,150.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,24000.0,1800.0,1800.0,1604.0,1640.2,1642.0,1640.2,515.0,9918.71,648.71,919950.0,3450.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,24950.0,933.15,938.0,780.0,806.1,806.1,806.1,79.0,1527.34,49.05,20625.0,900.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,24650.0,1163.0,1163.0,1033.65,1054.25,1054.25,1054.25,3.0,57.9,2.44,23100.0,,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,26150.0,190.35,195.6,138.8,147.65,149.15,147.65,2306.0,45511.39,284.96,62700.0,5250.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,25300.0,660.45,663.8,526.0,550.25,552.5,550.25,8467.0,164317.15,3655.82,678975.0,-8175.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,26800.0,47.05,50.05,33.4,36.8,36.65,36.8,14382.0,289505.79,427.59,1216950.0,10500.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,27400.0,14.8,14.8,9.85,10.35,10.05,10.35,487.0,10011.63,3.78,23175.0,23175.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,24150.0,1594.85,1624.7,1477.65,1483.85,1483.85,1559.0,11.0,211.75,12.52,825.0,-375.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,25700.0,410.0,412.0,303.55,319.65,320.5,319.65,24914.0,486697.31,6479.96,1193775.0,392775.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,26750.0,55.0,55.0,38.55,41.65,41.25,41.65,497.0,9987.6,16.54,83175.0,6750.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,24100.0,1660.0,1660.0,1525.95,1525.95,1525.95,1603.2,9.0,173.51,10.83,19350.0,-525.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,27200.0,18.75,19.4,14.6,15.55,15.5,15.55,3713.0,75792.27,47.07,136950.0,14025.0,25517.05,0.08487337440109514
NIFTY,2025-06-30,2025-07-31,CE,26650.0,70.0,70.0,47.2,52.3,52.25,52.3,981.0,19648.9,41.16,76200.0,-7575.0,25517.05,0.08487337440109514
